temp,op,popstab_neg_to_neu,popstab_neu_to_neg,defect_influence_arsenic,defect_influence_vacancy,runtime
62.23,0.17,0.0923084,0.00572994,3.78196,3.84,4.21429
117.66,0.24,0.0821905,0.0235503,3.96631,4.57638,4.35257
25.28,0.25,0.0964983,0.0235356,2.42863,4.22999,4.72379
63.44,0.03,0.0701629,0.00458678,4.85726,7.58643,4.14205
37.02,0.04,0.0923084,0.00572994,3.2285,6.55054,5.89439
47.61,0.15,0.083686,0.0144065,2.6974,9.34509,5.18376
37.02,0.04,0.0923084,0.00572994,4.57638,6.65834,5.15496
34.95,0.2,0.0829706,0.0237891,2.79556,4.93303,5.45493
45.77,0.09,0.083686,0.0144065,2.55799,21.4132,4.7334
94.92,0.12,0.0685655,0.0242583,2.76906,8.29331,4.59364
47.8,0.16,0.0964983,0.0235356,5.20041,3.84,4.3253
8.98,0.33,0.0964983,0.0235356,3.8782,6.05637,5.91937
78.83,0.21,0.0820643,0.0238841,2.86555,3.84,4.59914
129.83,0.09,0.0685655,0.0242583,3.54031,8.12491,4.37457
37.02,0.03,0.0923084,0.00572994,3.2285,7.56392,4.45947
4.97,0.22,0.0964983,0.0235356,4.64435,8.3346,5.87782
33.56,0.21,0.0822398,0.022114,2.4588,6.01055,4.74217
62.62,0.21,0.0820643,0.0238841,2.42863,4.29325,4.45635
45.77,0.09,0.083686,0.0144065,2.6974,21.4132,4.2327
74.22,0.24,0.0894429,0.0234325,3.78196,3.84,4.35162
5.42,0.03,0.0944995,0.0229804,4.29325,7.24625,5.16463
13.82,0.14,0.0917442,0.0183518,3.16655,6.01055,5.19985
22.78,0.05,0.0878556,0.0110122,2.33675,9.8352,4.67758
37.18,0.07,0.0908684,0.00265132,5.05073,4.4946,4.16872
24.94,0.08,0.0724053,0.0207119,2.82995,6.57302,4.73745
24.94,0.09,0.0724053,0.0185265,2.99066,8.08226,4.44399
49.28,0.13,0.0724053,0.0114445,2.79556,5.43058,4.49553
33.47,0.11,0.0917442,0.00664758,3.91605,4.08198,4.6326
6.2,0.12,0.0964983,0.0235356,5.20041,7.6424,4.95879
33.39,0.15,0.0917442,0.00664758,3.91605,4.08198,4.79054
78.65,0.1,0.0820643,0.0238841,4.4946,7.08061,5.05659
93.36,0.1,0.0701629,0.00458678,4.85726,6.57302,4.2139
0.11,0.02,0.0917442,0.0237099,10.9153,16.5897,4.5663
29.47,0.06,0.0944995,0.0229804,3.54031,14.8863,4.53579
13.82,0.1,0.0917442,0.0183518,3.16655,6.01055,5.18665
5.42,0.03,0.0944995,0.0229804,4.29325,7.24625,5.2123
13.82,0.16,0.0917442,0.0183518,3.16655,6.01055,5.15075
104.83,0.14,0.0724053,0.00373723,4.4946,4.34446,4.31972
0.11,0.02,0.0917442,0.0237099,10.9153,16.5897,4.74475
29.47,0.06,0.0944995,0.0229804,3.54031,14.8863,4.63692
5.96,0.12,0.0917442,0.0237099,4.29325,7.91636,5.54942
101.36,0.1,0.0820643,0.0238841,4.4946,7.08061,5.19058
23.65,0.12,0.0964983,0.0235356,5.20041,3.91605,4.52455
21.54,0.15,0.0964983,0.015339,4.29325,4.29325,5.27141
29.5,0.06,0.0944995,0.0229804,3.54031,14.8863,4.84083
48.18,0.08,0.0724053,0.0114445,2.79556,6.8692,4.72433
54.53,0.23,0.0894429,0.0234325,3.78196,4.34446,4.75525
22.78,0.07,0.0878556,0.0110122,2.33675,9.8352,4.85764
19.66,0.09,0.0837846,0.0237478,2.86555,5.84891,5.16746
13.82,0.15,0.0917442,0.0183518,3.16655,6.01055,5.4285
42.16,0.12,0.0908684,0.00265132,5.05073,4.4946,4.30345
24.26,0.12,0.0820643,0.0238841,2.82995,5.22296,5.0339
43.32,0.13,0.0837846,0.0237478,2.99066,5.05073,5.08496
65.91,0.23,0.0829706,0.0237891,3.78196,4.34446,5.11944
